"OR","pval","FDR","Bonf","Drug","Database","numGenesSet","numGenesSig"
2.73301098901099,1.20591276384075e-05,8.67544836433955e-05,0.0205608126234847,"L-thyroxine","dsigdb",115,24
2.73301098901099,1.20591276384075e-05,8.67544836433955e-05,0.0205608126234847,"SU-14813","dsigdb",115,24
2.56863091037403,1.2372489028418e-05,8.86348478716498e-05,0.0210950937934527,"Sodium-dichromate","dsigdb",136,27
2.61699469725636,1.24630120247082e-05,8.89097719754285e-05,0.0212494355021274,"L-glutamic-acid","dsigdb",129,26
2.15481608865427,1.261025258039e-05,8.95853360398539e-05,0.0215004806495649,"0297417-0002B","dsigdb",233,40
1.89284528724662,1.36149429663079e-05,9.63214844711827e-05,0.023213477757555,"Vorinostat","dsigdb",371,57
2.46590251599895,1.41093462724576e-05,9.94067578286785e-05,0.0240564353945402,"PD-98059","dsigdb",151,29
2.77064635295284,1.44706035361301e-05,0.000101116307496319,0.0246723790291019,"11-cis-Retinal","dsigdb",109,23
2.77064635295284,1.44706035361301e-05,0.000101116307496319,0.0246723790291019,"AST-487","dsigdb",109,23
1.97250356458036,1.47348286268799e-05,0.000102542378811552,0.0251228828088303,"Prestwick-983","dsigdb",314,50
2.7031652173913,1.50008696579387e-05,0.000103548513225852,0.0255764827667855,"Phetharbital","dsigdb",116,24
2.7031652173913,1.50008696579387e-05,0.000103548513225852,0.0255764827667855,"PROPIDIUM","dsigdb",116,24
3.44715878916622,1.50759139928214e-05,0.000103646908700647,0.0257044333577605,"KIN001-220","dsigdb",64,16
4.27432706540212,1.52190150458023e-05,0.000103983993579282,0.025948420653093,"bezafibrate","dsigdb",41,12
2.64399516476815,1.52469198796602e-05,0.000103983993579282,0.0259959983948206,"COBALT","dsigdb",123,25
2.0049636193039,1.71884364188454e-05,0.000116758103960683,0.0293062840941314,"Torcetrapib","dsigdb",291,47
2.36543881471218,1.79161926819258e-05,0.000121026505272535,0.0305471085226835,"FENRETINIDE","dsigdb",167,31
4.5435593220339,1.79587717501182e-05,0.000121026505272535,0.0306197058339515,"1-(5-deoxypentofuranosyl)-5-fluoropyrimidine-2,4(1h,3h)-dione","dsigdb",36,11
3.95064250514628,1.860533650647e-05,0.000124890152533588,0.0317220987435314,"Telmisartan","dsigdb",47,13
5.46330532212885,1.89578534588866e-05,0.000126757412342751,0.0323231401474016,"Cabozantinib","dsigdb",26,9
3.25637619553666,1.97181119408179e-05,0.000130354401892132,0.0336193808590946,"Agarose","dsigdb",71,17
3.25637619553666,1.97181119408179e-05,0.000130354401892132,0.0336193808590946,"diuron","dsigdb",71,17
1.89176564077232,1.97251822218006e-05,0.000130354401892132,0.0336314356881701,"quinpirole","dsigdb",358,55
3.710099979596,2.05855567199645e-05,0.000134993746952075,0.0350983742075395,"Lapatinib","dsigdb",53,14
3.710099979596,2.05855567199645e-05,0.000134993746952075,0.0350983742075395,"Omega-3-Fatty-Acids","dsigdb",53,14
3.37663520001734,2.08569471647941e-05,0.000136249405808329,0.0355610949159739,"gentamicin","dsigdb",65,16
2.46077054779009,2.11199137039403e-05,0.00013744065979091,0.0360094528652183,"TAE-684","dsigdb",146,28
8.83586144441929,2.20258009877183e-05,0.000142790839102889,0.0375539906840598,"25-Hydroxycholesterol","dsigdb",13,6
2.70739847838728,2.25329036573707e-05,0.000145525002787186,0.038418600735817,"isoproterenol","dsigdb",111,23
2.07922497308934,2.47894356942362e-05,0.000159494293806312,0.0422659878586727,"Staurosporine","dsigdb",246,41
2.43996604521017,2.52552762311891e-05,0.000161880623963073,0.0430602459741774,"Periodate-oxidized-adenosine","dsigdb",147,28
2.74493391787716,2.71803394372728e-05,0.000173567336106929,0.04634247874055,"sodium-chloride","dsigdb",105,22
2.97908607350097,2.76282846782057e-05,0.00017522223715863,0.0471062253763407,"butyric-acid","dsigdb",85,19
1.6799909920054,2.76634935414041e-05,0.00017522223715863,0.047166256488094,"Cianidanol","dsigdb",578,80
3.83757006514164,2.77478029518066e-05,0.00017522223715863,0.0473100040328302,"HEXANE","dsigdb",48,13
2.0690245278878,2.81049165700149e-05,0.000176822445578876,0.0479188827518754,"rapamycin","dsigdb",247,41
3.30893255443441,2.85417599050355e-05,0.000178910664110609,0.0486637006380855,"Calcimycin","dsigdb",66,16
5.89468912895671,3.11839091343205e-05,0.000194045857934367,0.0531685650740165,"Ki-20227","dsigdb",22,8
5.89468912895671,3.11839091343205e-05,0.000194045857934367,0.0531685650740165,"MANCOZEB","dsigdb",22,8
3.05278845399639,3.15134231702971e-05,0.000195383223655842,0.0537303865053565,"Tanshinone-I","dsigdb",79,18
1.94378472463092,3.30681612991184e-05,0.00020427976454709,0.0563812150149969,"fulvestrant","dsigdb",305,48
2.71211659943679,3.38660758751508e-05,0.000208379541710324,0.057741659367132,"nitroglycerin","dsigdb",106,22
1.41179936037704,3.39762537216833e-05,0.000208379541710324,0.05792951259547,"cephaeline","dsigdb",1554,183
2.59,3.44125124152432e-05,0.00020954762024282,0.0586733336679897,"streptozocin","dsigdb",120,24
2.59,3.44125124152432e-05,0.00020954762024282,0.0586733336679897,"zardaverine","dsigdb",120,24
5.15952380952381,3.52011135475372e-05,0.000212829427654436,0.060017898598551,"MLN8054","dsigdb",27,9
5.15952380952381,3.52011135475372e-05,0.000212829427654436,0.060017898598551,"T-2-TOXIN","dsigdb",27,9
3.99815375147443,3.64854959089776e-05,0.000219041445509883,0.0622077705248068,"170449-18-0","dsigdb",43,12
3.99815375147443,3.64854959089776e-05,0.000219041445509883,0.0622077705248068,"GW-5074","dsigdb",43,12
2.17608773868572,3.68415592122445e-05,0.000220403012129392,0.0628148584568769,"tetryzoline","dsigdb",202,35
3.24388491456062,3.86532493885555e-05,0.000230432832893311,0.0659037902074871,"phenylephrine","dsigdb",67,16
2.68007145319502,4.19933785289576e-05,0.000248606633305113,0.0715987103918726,"arachidonic-acid","dsigdb",107,22
2.68007145319502,4.19933785289576e-05,0.000248606633305113,0.0715987103918726,"Quercetin-dihydrate","dsigdb",107,22
2.61773940345369,4.23121873173458e-05,0.000248882259013188,0.0721422793760746,"HG-9-91-01","dsigdb",114,23
2.16302306866953,4.23318798321552e-05,0.000248882259013188,0.0721758551138246,"IRON","dsigdb",203,35
2.08858524602748,4.52610934935216e-05,0.000265189568407059,0.0771701644064543,"3'-Azido-3'-deoxythymidine","dsigdb",227,38
6.56207956947915,4.73429096167481e-05,0.000276437194851218,0.0807196608965556,"flumazenil","dsigdb",18,7
1.37896324073394,4.95053148351556e-05,0.000288077002709694,0.0844065617939403,"digitoxigenin","dsigdb",1771,204
2.53688163265306,5.08742938623517e-05,0.000294366925096608,0.0867406710353096,"PLATINUM","dsigdb",122,24
2.71739217252396,5.09315207645157e-05,0.000294366925096608,0.0868382429034993,"Simvastatin-and-niacin","dsigdb",101,21
2.58915245202559,5.17523131853788e-05,0.000295538670790395,0.0882376939810709,"histamine","dsigdb",115,23
2.64877154291237,5.18276026781983e-05,0.000295538670790395,0.0883660625663282,"Cadmium-sulfate","dsigdb",108,22
2.64877154291237,5.18276026781983e-05,0.000295538670790395,0.0883660625663282,"dUTP","dsigdb",108,22
2.64877154291237,5.18276026781983e-05,0.000295538670790395,0.0883660625663282,"hydroxyurea","dsigdb",108,22
2.24883574669442,5.42017515524994e-05,0.000308046621323372,0.0924139863970116,"glutathione","dsigdb",174,31
4.48776670426036,5.59248585622418e-05,0.000315734714730537,0.0953518838486222,"Ferriheme-chloride","dsigdb",33,10
4.48776670426036,5.59248585622418e-05,0.000315734714730537,0.0953518838486222,"MK-886","dsigdb",33,10
3.29888873831142,5.61319487413419e-05,0.000315857995392699,0.0957049726039879,"fluoxetine","dsigdb",62,15
3.62976125648448,5.85957483072183e-05,0.000327559838897728,0.0999057508638071,"Octa-2,4,6-trienoic-acid","dsigdb",50,13
3.62976125648448,5.85957483072183e-05,0.000327559838897728,0.0999057508638071,"sphingosine","dsigdb",50,13
2.75976583288983,6.13968623366677e-05,0.000342096896353001,0.104681650284018,"CGP74514A","dsigdb",95,20
1.41705275659808,6.20678757743854e-05,0.000344709212362629,0.105825728195327,"chlorzoxazone","dsigdb",1402,166
2.68370607028754,6.31978988769848e-05,0.000349080889070453,0.107752417585259,"17-Hydroxy-17-methylandrost-4-en-3-one","dsigdb",102,21
2.12474587756946,6.35500644213727e-05,0.000349080889070453,0.10835285983844,"3-methylcholanthrene","dsigdb",206,35
2.61819117079713,6.36739920826456e-05,0.000349080889070453,0.108564156500911,"fenoterol","dsigdb",109,22
2.61819117079713,6.36739920826456e-05,0.000349080889070453,0.108564156500911,"PIPERONYL-BUTOXIDE","dsigdb",109,22
2.07690655209452,6.55484630581704e-05,0.000358205543314681,0.111760129514181,"dorzolamide","dsigdb",222,37
3.12115351857233,6.88351483001927e-05,0.000374964625724692,0.117363927851829,"AM580","dsigdb",69,16
4.05612515133172,7.15923006534206e-05,0.000386281242449627,0.122064872614082,"(+)-MK-801-hydrogen-maleate","dsigdb",39,11
4.05612515133172,7.15923006534206e-05,0.000386281242449627,0.122064872614082,"METHACYCLINE-HYDROCHLORIDE","dsigdb",39,11
4.05612515133172,7.15923006534206e-05,0.000386281242449627,0.122064872614082,"Naloxone-hydrochloride","dsigdb",39,11
2.80827507598784,7.34703992464009e-05,0.000394856957099551,0.125267030715113,"cefoxitin","dsigdb",89,19
2.08803605645967,7.36448752830833e-05,0.000394856957099551,0.125564512357657,"Zinc-sulfate","dsigdb",215,36
1.8069003743063,7.49804700666513e-05,0.000400757684838998,0.12784170146364,"aspirin","dsigdb",372,55
3.22999601910828,7.58498993479541e-05,0.000404137744963318,0.129324078388262,"Dexbrompheniramine","dsigdb",63,15
2.65084158030079,7.80336099491968e-05,0.000414477585555702,0.13304730496338,"TG-101348","dsigdb",103,21
2.23818377080037,8.00444148397673e-05,0.00042383766242796,0.136475727301803,"bromocriptine","dsigdb",169,30
3.3642835111961,8.10670751111467e-05,0.000426602972421312,0.138219363064505,"172889-27-9","dsigdb",57,14
3.3642835111961,8.10670751111467e-05,0.000426602972421312,0.138219363064505,"losartan","dsigdb",57,14
2.09996526830236,8.26180688830106e-05,0.000432162372503553,0.140863807445533,"melphalan","dsigdb",208,35
3.534059831445,8.3137394827663e-05,0.000432162372503553,0.141749258181165,"ACMC-20mvek","dsigdb",51,13
3.534059831445,8.3137394827663e-05,0.000432162372503553,0.141749258181165,"Eicosapentaenoic-acid","dsigdb",51,13
3.534059831445,8.3137394827663e-05,0.000432162372503553,0.141749258181165,"isoetarine","dsigdb",51,13
2.05448112259258,8.41303007180944e-05,0.000435994415575535,0.143442162724351,"URANIUM","dsigdb",224,37
2.86433566433566,8.71322604131903e-05,0.000448823274938035,0.14856050400449,"lorazepam","dsigdb",83,18
2.86433566433566,8.71322604131903e-05,0.000448823274938035,0.14856050400449,"NSC25485","dsigdb",83,18
1.67267388158122,9.00394019912838e-05,0.00046240114576849,0.153517180395139,"luteolin","dsigdb",514,71
3.0631970260223,9.05931078095548e-05,0.000463847594039913,0.154461248815291,"AGN-PC-0JHFVD","dsigdb",70,16
1.76674576174276,9.1061230831126e-05,0.000464848498703802,0.15525939856707,"minoxidil","dsigdb",400,58
2.76857956248127,9.2366272336277e-05,0.000468946596469348,0.157484494333352,"forskolin","dsigdb",90,19
2.50700258107956,9.24141093335489e-05,0.000468946596469348,0.157566056413701,"hydrogen-sulfide","dsigdb",118,23
1.37746279491833,9.38706147968611e-05,0.000474924030352072,0.160049398228648,"daunorubicin","dsigdb",1639,189
2.55909202468678,9.48508042586923e-05,0.000478463376512043,0.16172062126107,"prochlorperazine","dsigdb",111,22
2.15549635153277,0.000100700874411629,0.000506474899326926,0.171694990871828,"AZD7762","dsigdb",186,32
2.9298352816153,0.000102192348210302,0.000512464569701659,0.174237953698564,"Glycidamide","dsigdb",77,17
1.96302450977961,0.000102661297219275,0.000513306486096376,0.175037511758864,"cycloheximide","dsigdb",258,41
2.12658025603643,0.000103446734086502,0.000515721291279201,0.176376681617487,"liothyronine","dsigdb",194,33
4.64309523809524,0.000106194650727908,0.000525545350581229,0.181061879491084,"ABT-869","dsigdb",29,9
2.43689411764706,0.000106342021085351,0.000525545350581229,0.181313145950524,"chrysin","dsigdb",126,24
2.43689411764706,0.000106342021085351,0.000525545350581229,0.181313145950524,"lactic-acid","dsigdb",126,24
1.88305408127276,0.000110291188186827,0.000542602453673347,0.18804647585854,"amikacin","dsigdb",300,46
2.82079164854284,0.000110429942184546,0.000542602453673347,0.188283051424651,"SKI-606","dsigdb",84,18
2.48076026119403,0.000111248822986658,0.00054505529652946,0.189679243192252,"hemin","dsigdb",119,23
2.72998670212766,0.00011544594457953,0.000563998096011743,0.196835335508098,"propofol","dsigdb",91,19
3.64481436453755,0.000116227799048469,0.000566195421078973,0.19816839737764,"DL-Methamphetamine","dsigdb",46,12
2.58746006389776,0.000117293622324884,0.000569559468224688,0.199985626063927,"cerivastatin","dsigdb",105,21
2.65321161010357,0.00011758647085929,0.000569559468224688,0.20048493281509,"BMS-536924,KIN001-126","dsigdb",98,20
3.00734804229228,0.000118192179717077,0.00057087157625387,0.201517666417616,"LITHOCHOLIC-ACID","dsigdb",71,16
2.41311067961165,0.000126749829821389,0.000610475875269684,0.216108459845468,"alprazolam","dsigdb",127,24
2.88165711398756,0.000130745002176688,0.00062794430622888,0.222920228711252,"sulforaphane","dsigdb",78,17
1.84202814475471,0.000136653640004827,0.000654478809573681,0.23299445620823,"pyrithyldione","dsigdb",319,48
2.35410400698554,0.000140999044197331,0.000673398796516663,0.240403370356449,"Melatonin","dsigdb",135,25
1.51292479108635,0.000141486724245246,0.000673840404575823,0.241234864838145,"sulfaguanidine","dsigdb",824,104
2.17512824254397,0.000142648083356414,0.000677479058837563,0.243214982122685,"gossypol","dsigdb",173,30
2.14311563169165,0.000147298282455086,0.000697621032183114,0.251143571585921,"LITHIUM-CHLORIDE","dsigdb",181,31
3.21442970822281,0.000149014981136885,0.000703796517557866,0.25407054283839,"lamivudine","dsigdb",59,14
2.38978461538462,0.000150569882710955,0.000709175828790548,0.256721650022178,"2,2',4,4',5,5'-Hexachlorobiphenyl","dsigdb",128,24
1.98260512665423,0.000151210205934844,0.000710229755148509,0.257813401118909,"spiperone","dsigdb",237,38
2.0873558936554,0.000153100432570921,0.00071713252069621,0.26103623753342,"dimethyl-sulfoxide","dsigdb",197,33
2.30218900160171,0.000153754544112006,0.000718223281399919,0.262151497710971,"perhexiline","dsigdb",143,26
2.01968925447186,0.000154312060374497,0.000718858095460432,0.263102062938518,"Uranium-acetate","dsigdb",221,36
1.41793490541738,0.000158665844886275,0.00073554224385274,0.270525265531098,"chlortetracycline","dsigdb",1229,146
1.50252938242013,0.000158756331811031,0.00073554224385274,0.270679545737809,"meclofenoxate","dsigdb",845,106
3.78532838983051,0.000159664158348541,0.000737743604293393,0.272227389984262,"CARFILZOMIB","DGI",41,11
3.35701219512195,0.000160265607414217,0.000738521244976323,0.27325286064124,"(+)-isoprenaline","dsigdb",53,13
1.56518220469389,0.000161714771148212,0.000743190525088143,0.275723684807701,"chlorhexidine","dsigdb",668,87
2.25616470223325,0.000164871567264688,0.000754184840297119,0.281106022186293,"docetaxel","dsigdb",151,27
1.82834345557198,0.000164991756850924,0.000754184840297119,0.281310945430825,"thioridazine","dsigdb",321,48
1.89320709745763,0.000165660505605812,0.000755131432214958,0.282451162057909,"Phorbol-12-myristate-13-acetate","dsigdb",279,43
2.83503308079942,0.00016608462585373,0.000755131432214958,0.283174287080609,"Phenethyl-isothiocyanate","dsigdb",79,17
4.42176870748299,0.000174075447867392,0.000789358081419954,0.296798638613903,"p,p'-DDE","dsigdb",30,9
3.03952791307606,0.000176070929251145,0.000792951080681371,0.300200934373202,"L-carnitine","dsigdb",66,15
3.03952791307606,0.000176070929251145,0.000792951080681371,0.300200934373202,"phenytoin","dsigdb",66,15
1.91831524743258,0.000176263026145595,0.000792951080681371,0.30052845957824,"nitrofural","dsigdb",263,41
1.87395165922849,0.000176841109252401,0.000793458134935114,0.301514091275344,"methylergometrine","dsigdb",288,44
8.5863252375924,0.000184128797123727,0.000823988449070745,0.313939599095954,"terazosin","dsigdb",11,5
2.90152891522487,0.000196257677732194,0.000875966860035055,0.334619340533391,"myo-inositol","dsigdb",73,16
2.01756974248927,0.000196832233532958,0.000876237488704159,0.335598958173693,"2-Nonenal,-4-hydroxy-,-(2E,4R)-","dsigdb",215,35
5.55195966823874,0.000199044286578533,0.000882941770386441,0.339370508616398,"Pregna-4,17(20)-diene-3,16-dione","dsigdb",20,7
4.8537033004635,0.000199373948151777,0.000882941770386441,0.33993258159878,"141-05-9","dsigdb",25,8
1.93745948448835,0.000206751446446848,0.000913241492725069,0.352511216191876,"lomustine","dsigdb",248,39
2.16242065171392,0.000209268203714686,0.000921969734711991,0.35680228733354,"Gefitinib","dsigdb",168,29
3.9693366453557,0.000213885029256546,0.00093746523106018,0.36467397488241,"Indole-3-carbinol","dsigdb",36,10
3.9693366453557,0.000213885029256546,0.00093746523106018,0.36467397488241,"Verapamil-hydrochloride","dsigdb",36,10
2.29125149932471,0.000228555442091054,0.00099763707585008,0.389687028765248,"PHENCYCLIDINE","dsigdb",138,25
2.98092234198922,0.000228783634403156,0.00099763707585008,0.390076096657381,"CAPECITABINE","dsigdb",67,15
1.78076635278603,0.00023490609810043,0.00102172167668682,0.400514897261233,"doxycycline","dsigdb",342,50
2.85135605325325,0.000249955276203628,0.00108441156724475,0.426173745927185,"9,10-Phenanthrenequinone","dsigdb",74,16
2.20252877044216,0.000256939500969393,0.00111188286587009,0.438081849152814,"Bosutinib","dsigdb",154,27
1.70089433942055,0.000261328957866994,0.00112801486876766,0.445565873163225,"carbamazepine","dsigdb",413,58
2.74615601753454,0.000262598450435518,0.00113063221715292,0.447730357992558,"CHIR-258/TKI-258","dsigdb",81,17
2.65905673274094,0.000267762804143664,0.00114996368026435,0.456535581064947,"dinoprost","dsigdb",88,18
4.22056277056277,0.000275912040013619,0.00118198499553573,0.47043002822322,"norepinephrine","dsigdb",31,9
2.3008,0.000290434687032149,0.00124108055486169,0.495191141389813,"palmitic-acid","dsigdb",132,24
3.19682623844872,0.000293141445686583,0.00124951541223906,0.499806164895624,"purpurogallin","dsigdb",55,13
3.82212811011117,0.000317702322847058,0.00135082907843949,0.541682460454235,"Ursolic-acid","dsigdb",37,10
2.70376849505436,0.000327014599418727,0.00138696490549485,0.55755989200893,"daidzein","dsigdb",82,17
3.54838122351695,0.000328608370591374,0.00138986796325383,0.560277271858293,"dl-Thioctic-acid","dsigdb",43,11
2.62147044949121,0.00032932941768595,0.00138986796325383,0.561506657154546,"levodopa","dsigdb",89,18
4.58381808566896,0.000335207376405789,0.0014042471173756,0.571528576771871,"Glycitein","dsigdb",26,8
4.58381808566896,0.000335207376405789,0.0014042471173756,0.571528576771871,"methoxychlor","dsigdb",26,8
4.58381808566896,0.000335207376405789,0.0014042471173756,0.571528576771871,"Neratinib","dsigdb",26,8
2.37163692061801,0.000337168719326035,0.00140900163345806,0.57487266645089,"L-cysteine","dsigdb",118,22
1.89170183901115,0.000349455694826669,0.00145677740752927,0.595821959679471,"celastrol","dsigdb",253,39
1.60373470160239,0.000358770473572379,0.00148878674882539,0.611703657440906,"scopolamine","dsigdb",525,70
2.41421725239617,0.000358880559394272,0.00148878674882539,0.611891353767234,"Pioglitazone","dsigdb",111,21
2.18920995403227,0.000378535403124989,0.00156651180176725,0.645402862328106,"Crizotinib","dsigdb",149,26
3.12232114232164,0.00038941021198883,0.0016076135870241,0.663944411440955,"Chlorophenothane","dsigdb",56,13
2.51921031096563,0.000393306000280578,0.00161587163970695,0.670586730478385,"clozapine","dsigdb",97,19
2.51921031096563,0.000393306000280578,0.00161587163970695,0.670586730478385,"Sorafenib-tosylate","dsigdb",97,19
1.69789581415707,0.000397996091295644,0.00163120994148816,0.678583335659073,"clopamide","dsigdb",392,55
1.66426299045599,0.000414037281819383,0.00169288624820635,0.705933565502047,"Irinotecan-hydrochloride","dsigdb",428,59
4.03685300207039,0.000424197176789597,0.00173027795795757,0.723256186426264,"OLEANOLIC-ACID","dsigdb",32,9
3.26048029453602,0.000431088163259398,0.00175418930395531,0.735005318357274,"(2E,4E,6E,8E)-3,7-DIMETHYL-9-(2,6,6-TRIMETHYL-3-OXO-1-CYCLOHEXENYL)NONA-2,4,6,8-TETRAENOIC-ACID","dsigdb",50,12
1.46282103238046,0.000446070626942534,0.00181083433080243,0.760550418937021,"azacyclonol","dsigdb",856,105
3.44067796610169,0.000459010849355897,0.0018557153645334,0.782613498151804,"fenofibrate","dsigdb",44,11
3.68543447024125,0.000461479949889831,0.0018557153645334,0.786823314562161,"acetone","dsigdb",38,10
3.68543447024125,0.000461479949889831,0.0018557153645334,0.786823314562161,"HKI-272","dsigdb",38,10
3.68543447024125,0.000461479949889831,0.0018557153645334,0.786823314562161,"Mangiferin","dsigdb",38,10
1.86525940240821,0.000472317669932664,0.00189482735820045,0.805301627235192,"hesperetin","dsigdb",256,39
1.7110538471555,0.000480097128780979,0.00192151550368913,0.818565604571569,"zuclopenthixol","dsigdb",368,52
7.35933021571881,0.0004818345817234,0.00192395307222107,0.821527961838396,"formoterol","dsigdb",12,5
2.62278934762955,0.000497974726411916,0.00198375445918766,0.849046908532317,"CALCIUM","dsigdb",84,17
2.26707279926896,0.000504723603155631,0.00200143601611633,0.860553743380351,"AG-012559","dsigdb",128,23
2.36149117933046,0.000504760989401773,0.00200143601611633,0.860617486930023,"(+)-chelidonine","dsigdb",113,21
10.2992084432718,0.000516838323466719,0.00204456923784398,0.881209341510755,"oxymetazoline","dsigdb",8,4
2.40541109199599,0.000538835329892253,0.00212665332746827,0.918714237466291,"Angiotensin-II,-human","dsigdb",106,20
4.34234184085279,0.000541320720066489,0.00213152847046966,0.922951827713363,"paroxetine","dsigdb",27,8
1.8480335837384,0.000574237142222005,0.00225593163015788,0.979074327488518,"methazolamide","dsigdb",258,39
3.17671517671518,0.000577529038064773,0.00225845644472578,0.984687009900438,"cholecalciferol","dsigdb",51,12
3.17671517671518,0.000577529038064773,0.00225845644472578,0.984687009900438,"CHEMBL1703","DGI",51,12
2.51480667270141,0.000593614207327956,0.00231417690414076,1,"CP466722","dsigdb",92,18
1.55148613721805,0.000594492365990411,0.00231417690414076,1,"ajmaline","dsigdb",579,75
2.76743061874431,0.000599959623068019,0.00232827272905145,1,"methylene-blue","dsigdb",71,15
1.51408384361752,0.000600844575239083,0.00232827272905145,1,"apigenin","dsigdb",663,84
1.34265780472637,0.000602665986607793,0.00233003516364238,1,"2-Methylcholine","dsigdb",1511,171
2.66684939955116,0.000612586785120194,0.00236303273445686,1,"PD-173955","dsigdb",78,16
1.60015313580361,0.000623501332932402,0.0023997060330694,1,"pregnenolone","dsigdb",488,65
3.33931019441675,0.000630850529471132,0.00242252286655018,1,"Edetate-sodium","dsigdb",45,11
3.86845238095238,0.000634350928454459,0.00243049063598843,1,"Rosuvastatin","dsigdb",33,9
4.81120507399577,0.00063969438825953,0.0024399976106991,1,"Amentoflavone","dsigdb",22,7
4.81120507399577,0.00063969438825953,0.0024399976106991,1,"Carfilzomib","dsigdb",22,7
5.62166834750036,0.000653692517396617,0.00248228450369985,1,"gw8510","dsigdb",17,6
5.62166834750036,0.000653692517396617,0.00248228450369985,1,"NAPROXEN","dsigdb",17,6
3.55816797794856,0.000656634363908029,0.00248791464547376,1,"pioglitazone","dsigdb",39,10
2.98324496288441,0.000665021359048015,0.00250300533593127,1,"ALUMINUM","dsigdb",58,13
2.98324496288441,0.000665021359048015,0.00250300533593127,1,"Belinostat","dsigdb",58,13
2.98324496288441,0.000665021359048015,0.00250300533593127,1,"Kinome","3629",58,13
2.42553191489362,0.000680245812424067,0.00255466764357496,1,"EXEL-2880/GSK-1363089","dsigdb",100,19
1.77868268306086,0.000684894266382486,0.00256647192127942,1,"NICKEL-CHLORIDE","dsigdb",294,43
1.80320784149167,0.000694015256612317,0.00259494739588597,1,"cyclophosphamide","dsigdb",277,41
2.31100876894841,0.000699755376400488,0.00261068471939351,1,"Bisulfite","dsigdb",115,21
1.58728166826049,0.000703783664102445,0.00261998067094906,1,"MG-132","dsigdb",499,66
2.83538773599625,0.000721022767826285,0.00267830897416953,1,"3,4-DICHLOROANILINE","dsigdb",65,14
2.13888178378331,0.000734832221560494,0.00272367160382748,1,"NICKEL","dsigdb",146,25
2.71873952396916,0.000749015693013357,0.00277022073012532,1,"GSK1059615","dsigdb",72,15
3.09713831478537,0.000764127778084397,0.00281390466875572,1,"N-(undeca-2,4,7-trienylideneamino)nitrous-amide","dsigdb",52,12
3.09713831478537,0.000764127778084397,0.00281390466875572,1,"Vemurafenib","dsigdb",52,12
1.69243697182913,0.000803292133254423,0.00295175234310084,1,"Cylindrospermopsin","dsigdb",357,50
2.395829008822,0.000809488621893021,0.00296812494694108,1,"Dabrafenib","dsigdb",101,19
4.12501322051824,0.000843259870128697,0.00308531776517045,1,"enoxaparin","dsigdb",28,8
1.89509642826256,0.000847397395862747,0.00309381704485221,1,"5-azacytidine","dsigdb",220,34
3.24373486682809,0.000853981400607905,0.00311119292315487,1,"Salazinic-acid","dsigdb",46,11
2.91824196597354,0.000855888341658934,0.00311149173247011,1,"GNF-Pf-4325","dsigdb",59,13
2.32397103407861,0.000890227003755741,0.0032225839520245,1,"1-Methyl-3-nitro-1-nitrosoguanidine","dsigdb",109,20
2.32397103407861,0.000890227003755741,0.0032225839520245,1,"oleic-acid","dsigdb",109,20
2.50999696371641,0.000896940666209467,0.00323315821540622,1,"methapyrilene","dsigdb",87,17
2.50999696371641,0.000896940666209467,0.00323315821540622,1,"N-NITROSODIMETHYLAMINE","dsigdb",87,17
2.78071822077127,0.000908690513408479,0.00326860195223936,1,"carbon-monoxide","dsigdb",66,14
1.70177175698774,0.000911830045974681,0.00326964588436053,1,"midecamycin","dsigdb",341,48
3.43938591847538,0.000916651456143304,0.00326964588436053,1,"PONATINIB","dsigdb",40,10
3.43938591847538,0.000916651456143304,0.00326964588436053,1,"tetrandrine","dsigdb",40,10
3.43938591847538,0.000916651456143304,0.00326964588436053,1,"TTNPB","dsigdb",40,10
2.58324482209241,0.000922451518753591,0.00327662466557265,1,"iopromide","dsigdb",80,16
2.58324482209241,0.000922451518753591,0.00327662466557265,1,"nicotinic-acid","dsigdb",80,16
1.44661538461538,0.00093034729595597,0.00329780070603935,1,"azacitidine","dsigdb",814,99
2.36684183542681,0.000959323787478996,0.00339345862583338,1,"syrosingopine","dsigdb",102,19
1.52685094262851,0.00101660241433396,0.0035886275702679,1,"dirithromycin","dsigdb",579,74
2.2980308674827,0.00104462403734153,0.00367233811065424,1,"Aizen-uranine","dsigdb",110,20
2.2980308674827,0.00104462403734153,0.00367233811065424,1,"alvespimycin","dsigdb",110,20
1.95463218147127,0.00105385790910375,0.00369717640951006,1,"clonidine","dsigdb",189,30
4.51027352008457,0.00105975774963286,0.00371024017068587,1,"heptachlor","dsigdb",23,7
2.12283076923077,0.00107665289856978,0.00376166637717515,1,"[6-[6-(butanoylamino)purin-9-yl]-2-hydroxy-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-7-yl]-butanoate","dsigdb",141,24
1.47154143482139,0.00107992953994121,0.00376539849815902,1,"parthenolide","dsigdb",712,88
2.85600505403759,0.00109111964928058,0.00379587373069295,1,"corbadrine","dsigdb",60,13
2.08681189107309,0.00109312258168342,0.00379587373069295,1,"oxyphenbutazone","dsigdb",149,25
2.0258152173913,0.00109818054138218,0.0038056866322289,1,"suloctidil","dsigdb",165,27
2.23918843252857,0.00111346057926681,0.00385081194249474,1,"L-proline","dsigdb",118,21
3.15346927966102,0.00113974855111592,0.00392580056495483,1,"2'-Deoxy-cyclic-AMP","dsigdb",47,11
