sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2
R12220	R12220	DG-GCL RNA Sample R12220	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12220_R1.fastq.gz	R12220_R2.fastq.gz
R12222	R12222	DG-GCL RNA Sample R12222	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12222_R1.fastq.gz	R12222_R2.fastq.gz
R12224	R12224	DG-GCL RNA Sample R12224	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12224_R1.fastq.gz	R12224_R2.fastq.gz
R12225	R12225	DG-GCL RNA Sample R12225	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12225_R1.fastq.gz	R12225_R2.fastq.gz
R12226	R12226	DG-GCL RNA Sample R12226	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12226_R1.fastq.gz	R12226_R2.fastq.gz
R12227	R12227	DG-GCL RNA Sample R12227	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12227_R1.fastq.gz	R12227_R2.fastq.gz
R12228	R12228	DG-GCL RNA Sample R12228	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12228_R1.fastq.gz	R12228_R2.fastq.gz
R12229	R12229	DG-GCL RNA Sample R12229	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12229_R1.fastq.gz	R12229_R2.fastq.gz
R12230	R12230	DG-GCL RNA Sample R12230	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12230_R1.fastq.gz	R12230_R2.fastq.gz
R12231	R12231	DG-GCL RNA Sample R12231	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12231_R1.fastq.gz	R12231_R2.fastq.gz
R12232	R12232	DG-GCL RNA Sample R12232	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12232_R1.fastq.gz	R12232_R2.fastq.gz
R12233	R12233	DG-GCL RNA Sample R12233	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12233_R1.fastq.gz	R12233_R2.fastq.gz
R12234	R12234	DG-GCL RNA Sample R12234	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12234_R1.fastq.gz	R12234_R2.fastq.gz
R12235	R12235	DG-GCL RNA Sample R12235	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12235_R1.fastq.gz	R12235_R2.fastq.gz
R12236	R12236	DG-GCL RNA Sample R12236	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12236_R1.fastq.gz	R12236_R2.fastq.gz
R12238	R12238	DG-GCL RNA Sample R12238	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12238_R1.fastq.gz	R12238_R2.fastq.gz
R12239	R12239	DG-GCL RNA Sample R12239	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12239_R1.fastq.gz	R12239_R2.fastq.gz
R12240	R12240	DG-GCL RNA Sample R12240	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12240_R1.fastq.gz	R12240_R2.fastq.gz
R12572	R12572	DG-GCL RNA Sample R12572	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12572_R1.fastq.gz	R12572_R2.fastq.gz
R12573	R12573	DG-GCL RNA Sample R12573	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12573_R1.fastq.gz	R12573_R2.fastq.gz
R12574	R12574	DG-GCL RNA Sample R12574	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12574_R1.fastq.gz	R12574_R2.fastq.gz
R12575	R12575	DG-GCL RNA Sample R12575	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12575_R1.fastq.gz	R12575_R2.fastq.gz
R12576	R12576	DG-GCL RNA Sample R12576	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12576_R1.fastq.gz	R12576_R2.fastq.gz
R12577	R12577	DG-GCL RNA Sample R12577	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12577_R1.fastq.gz	R12577_R2.fastq.gz
R12578	R12578	DG-GCL RNA Sample R12578	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12578_R1.fastq.gz	R12578_R2.fastq.gz
R12579	R12579	DG-GCL RNA Sample R12579	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12579_R1.fastq.gz	R12579_R2.fastq.gz
R12580	R12580	DG-GCL RNA Sample R12580	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12580_R1.fastq.gz	R12580_R2.fastq.gz
R12581	R12581	DG-GCL RNA Sample R12581	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12581_R1.fastq.gz	R12581_R2.fastq.gz
R12582	R12582	DG-GCL RNA Sample R12582	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12582_R1.fastq.gz	R12582_R2.fastq.gz
R12583	R12583	DG-GCL RNA Sample R12583	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12583_R1.fastq.gz	R12583_R2.fastq.gz
R12585	R12585	DG-GCL RNA Sample R12585	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12585_R1.fastq.gz	R12585_R2.fastq.gz
R12586	R12586	DG-GCL RNA Sample R12586	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12586_R1.fastq.gz	R12586_R2.fastq.gz
R12587	R12587	DG-GCL RNA Sample R12587	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12587_R1.fastq.gz	R12587_R2.fastq.gz
R12588	R12588	DG-GCL RNA Sample R12588	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12588_R1.fastq.gz	R12588_R2.fastq.gz
R12591	R12591	DG-GCL RNA Sample R12591	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12591_R1.fastq.gz	R12591_R2.fastq.gz
R12593	R12593	DG-GCL RNA Sample R12593	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12593_R1.fastq.gz	R12593_R2.fastq.gz
R12594	R12594	DG-GCL RNA Sample R12594	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12594_R1.fastq.gz	R12594_R2.fastq.gz
R12595	R12595	DG-GCL RNA Sample R12595	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12595_R1.fastq.gz	R12595_R2.fastq.gz
R12596	R12596	DG-GCL RNA Sample R12596	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12596_R1.fastq.gz	R12596_R2.fastq.gz
R12599	R12599	DG-GCL RNA Sample R12599	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12599_R1.fastq.gz	R12599_R2.fastq.gz
R12601	R12601	DG-GCL RNA Sample R12601	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12601_R1.fastq.gz	R12601_R2.fastq.gz
R12602	R12602	DG-GCL RNA Sample R12602	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12602_R1.fastq.gz	R12602_R2.fastq.gz
R12603	R12603	DG-GCL RNA Sample R12603	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12603_R1.fastq.gz	R12603_R2.fastq.gz
R12605	R12605	DG-GCL RNA Sample R12605	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12605_R1.fastq.gz	R12605_R2.fastq.gz
R12606	R12606	DG-GCL RNA Sample R12606	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12606_R1.fastq.gz	R12606_R2.fastq.gz
R12607	R12607	DG-GCL RNA Sample R12607	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12607_R1.fastq.gz	R12607_R2.fastq.gz
R12608	R12608	DG-GCL RNA Sample R12608	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12608_R1.fastq.gz	R12608_R2.fastq.gz
R12610	R12610	DG-GCL RNA Sample R12610	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12610_R1.fastq.gz	R12610_R2.fastq.gz
R12611	R12611	DG-GCL RNA Sample R12611	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12611_R1.fastq.gz	R12611_R2.fastq.gz
R12612	R12612	DG-GCL RNA Sample R12612	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12612_R1.fastq.gz	R12612_R2.fastq.gz
R12613	R12613	DG-GCL RNA Sample R12613	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12613_R1.fastq.gz	R12613_R2.fastq.gz
R12614	R12614	DG-GCL RNA Sample R12614	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12614_R1.fastq.gz	R12614_R2.fastq.gz
R12615	R12615	DG-GCL RNA Sample R12615	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12615_R1.fastq.gz	R12615_R2.fastq.gz
R12616	R12616	DG-GCL RNA Sample R12616	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12616_R1.fastq.gz	R12616_R2.fastq.gz
R12617	R12617	DG-GCL RNA Sample R12617	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12617_R1.fastq.gz	R12617_R2.fastq.gz
R12618	R12618	DG-GCL RNA Sample R12618	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12618_R1.fastq.gz	R12618_R2.fastq.gz
R12619	R12619	DG-GCL RNA Sample R12619	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12619_R1.fastq.gz	R12619_R2.fastq.gz
R12620	R12620	DG-GCL RNA Sample R12620	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12620_R1.fastq.gz	R12620_R2.fastq.gz
R12621	R12621	DG-GCL RNA Sample R12621	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12621_R1.fastq.gz	R12621_R2.fastq.gz
R12622	R12622	DG-GCL RNA Sample R12622	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12622_R1.fastq.gz	R12622_R2.fastq.gz
R12623	R12623	DG-GCL RNA Sample R12623	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12623_R1.fastq.gz	R12623_R2.fastq.gz
R12624	R12624	DG-GCL RNA Sample R12624	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12624_R1.fastq.gz	R12624_R2.fastq.gz
R12626	R12626	DG-GCL RNA Sample R12626	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12626_R1.fastq.gz	R12626_R2.fastq.gz
R12627	R12627	DG-GCL RNA Sample R12627	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12627_R1.fastq.gz	R12627_R2.fastq.gz
R12628	R12628	DG-GCL RNA Sample R12628	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12628_R1.fastq.gz	R12628_R2.fastq.gz
